类型,题干,A,B,C,D,正确答案,解析,来源,出现次数,首次记录
判断题,万一发生化学品泄漏事故，可用防毒面具、防毒口罩和捂湿毛巾等方法防止通过呼吸道造成伤害。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,万一发生化学品泄漏事故，逃生时可用防毒面具、防毒口罩和捂湿毛巾等方法防止对呼吸道造成伤害。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,万用表电阻挡可测量绝缘电阻。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,王某在家接到公安机关电话称自己涉嫌某洗钱案件，现在案件已移送检察机关处理，并提供给王某检察官的电话，让王某与检察官沟通认错，王某连忙拨打该电话，并认为公安机关、检察院联合起来所办的案件必定是一一个大案。这样的做法对不对?(),正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络安全事件报告内容可以不包括事件原因初步分析和溯源线索。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者发现法律禁止发布的信息时，可自行决定是否采取措施。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者可以不要求用户提供真实身份信息即提供服务。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者可以随意终止为其网络产品和服务提供安全维护。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者可以为不提供真实身份信息的用户提供即时通讯服务。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者可以在事件处置结束后60日内提交总结报告。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者无需制定网络安全事件应急预案。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网络运营者在发现网络安全事件后，可自行决定是否上报，无需严格按照时限要求。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,网上有人提供补助，要求查看实验室的相关数据时，可按照对方要求拷贝发送。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:33
判断题,往回收废液桶内倒入新的废液之前，应查询废液相容表，如废液之间可能发生化学反应，则不能直接倒入。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,危害程度评估内容主要包括生物因子的种类、来源、传染性、致病性、传播途径、在环境中的稳定性、感染剂量、浓度、动物实验数据、预防和治疗等。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,危险度评估应当由那些对所涉及的微生物特性、设备和规程、动物模型以及防护设备和设施最为熟悉的人员来进行。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,危险废弃物是指有潜在的生物危险、可燃易燃、腐蚀、有毒、放射性的对人环境有害的一切废弃物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,危险废物的容器和包装物，以及收集、暂存危险废物的设施、场所，必须设置危险废物识别标志。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,危险废物可以混入非危险废物中贮存或混入生活垃圾中贮存。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,危险废物是指列入《国家危险废物目录》或者国家规定的危险废物鉴别表认定的具有危险特性的废物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,危险化学品，包括爆炸品、压缩气体和液化气体、易燃液体、易燃固体、自燃物品和遇湿易燃物品、氧化剂和有机过氧化物、有毒品和腐蚀品等。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品：具有毒害、腐蚀、爆炸、燃烧、助燃等性质，对人体、设施、环境具有危害的剧毒化学品和其他化学品。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品采购时需由具有经营危险化学品资质的供应商供货。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品管理人员需了解和掌握危险化学品的原理、性质、危害性、使用及储存注意事项。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品管理实行备案制。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品管理员应定期盘库，对于长时间未使用的危险化学品，及时进行清理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品库房钥匙由两名管理员分别掌管，管理员单独一人可拿2把钥匙打开库房门，不需要2名管理员同时到场。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品库房值守人员应做好值班和交接班记录，并做好技防设施的日常检查和故障及时报修工作。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品泄漏事故处置是消防部队参加的各类抢险救援活动中风险最大、难度最高的。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,危险化学品应存放在专用储存室中。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品应当储存在专用仓库、专用场地或者专用储存室内，涉及危险品的场所入口处设置有明显的警示标识。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品应当分类存放，相互之间保持安全距离。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,危险化学品用完后就可以将安全标签撕下。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,危险性废液应按照有机和无机进行分类，严禁将不同类别的废液混装在同一个容器中。装有危废的容器必须具有明显的标识，标识上应注明该危废的名称和组成。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,微生物的致病性必须在宿主范围之内才能引起疾病。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,微生物实验室中使用的开放式I级生物安全柜可以防止柜内操作的材料（例如细胞培养物等）被外部污染物污染。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,微生物实验中，一些受污染或盛过有害细菌、病菌的器皿和不要的菌种等，一定要经消毒和高压灭菌处理后，才可弃掉，而器皿重复利用前也必须清除污染。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,微生物实验中，一些受污染或盛过有害细菌和病菌的器皿，如果不再使用，可密封在塑料袋内丢入垃圾桶中。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,为安全起见，平时应将低沸点溶剂保存于普通冰箱内以降低溶剂蒸汽压。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,为保证安全用电，配电箱内所用的保险丝应该尽量粗。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,为保证公物安全，灭火器应当上锁保护。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,为保证设备仪器的正常使用，应制定设备仪器的操作规程。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,为避免皮肤受到化学品伤害，可通过穿防毒衣，戴防护手套，穿雨衣、雨鞋等方法进行防护。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,为避免线路负荷过大，而引起火灾，功率1000瓦以上的设备不得共用一个接线板。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,为达到隔离人与操作对象、人与环境、操作对象与环境，保护人、样本和环境的目的，实验室设有两级屏障：一级屏障是建筑设施，二级屏障主要是设备和个人防护装备。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,为方便进出专人管理的设备房间，可自行配制钥匙。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,为方便快捷，提高效率，实验人员可通过网络、电话或直接购买危险化学品。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,为防止灰尘，BSL-1实验室内应铺地毯。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,为防止有机化学试剂的腐蚀现象，教学用化学实验室下水管道材质一般采用铸铁材质。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,为开展实验活动进行的所有准备，如人员的培训、试剂耗材的置备、设施设备的状态虽然可以不进行记录，但实验活动中涉及安全的事件如实验步骤、实验所用设备状态、实验结果、危险废物处置等均应及时进行记录。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,为了搬运大型仪器设备，实验室需要设计1.2米或更宽的不等宽双扇子母门或者双开门。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,为了保护隐私，实验室可不保留观察窗，有观察窗的也可以遮挡住。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,为了保证实验的安全和科学，实验动物必须是人工培育的。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,为了方便，实验室的门可一直敞开，任何人可随意出入。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,为了方便废液的倾倒，实验室用废液桶可以敞口。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,为了防止触电可采用绝缘、屏护和间距等措施以保障安全。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,为了防止盗窃事件的发生，临时离开实验室必须关门。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,为了节约科研经费减少浪费，一定要将钢瓶内气体用尽后再更换钢瓶。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,"为了确保动物实验的正常开展,应严格控制无关人员、昆虫及野生动物、病原微生物进入实验室。",正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,为了实验记录的准确性和及时性，在生物安全柜内可以一边操作一边进行实验记录。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,为了实验需要，实验室试剂柜中可以放置电源插座或接线板。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,为了使用方便，可串联多个插线板，连接多台仪器设备使用。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:18
判断题,为了预防电击（触电），电气设备的金属外壳须接地，最好是埋设接地电阻很小专用地线。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,为确保通风橱正常工作，橱前面不应有交叉气流存在，如敞开的窗户、通风口及电扇，甚至人从前面走过都可产生气流，应该加以避免，否则会引起橱内空气的倒流，使有毒气体从通风橱内逸出。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,为使用方便，吹风机等设备不用时也可插着电源。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,未经定期检验或者检验不合格的特种设备，不得继续使用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,未经环保部门批准，不得擅自进口、转让放射性同位素。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,未经允许，任何人不得随意拆卸实验仪器及零部件。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,未经允许不得随意拆卸实验仪器和设备。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,未经指导教师许可，不得搬弄仪器、设备，以及擅自开始实验。实验时，应注意安全，按要求操作，如发现异常立即停止。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,未列入《国家危险废物名录》的固体废物，不属于危险废物。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,我的计算机在网络防火墙之内，所以其他用户不可能对我计算机造成威胁。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,我国对放射性事故中的受照人员，是由医疗救治单位进行分级救治的，放射性实验室教科研人员不能擅自参与救治工作，所以应急救治的相关培训和教育，其对象是医疗救治单位的医护人员和管理人员而不是放射性实验室的教科研人员。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,我国正在执行的《放射性同位素与射线装置安全和防护条例》是中华人民共和国国务院令第449号。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,污染的（感染的）锋利物品，如注射针头、解剖刀片和碎玻璃，应当放置到不容易被刺破的带盖的容器中，把它们当作传染性物质处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,污染的（感染的）锋利物品，如注射针头、解剖刀片和碎玻璃，应当放置到不容易被刺破的带盖的容器中，当作传染性物质处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,钨极氩弧焊采用高频高压引燃电弧时，其辐射作用可破坏人体植入的心脏起搏器的正常功能。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,无法辨别的化学药品应按一般废物处理。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,无菌动物是指身上不可检出一切生命体的动物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,无菌室可定期用乳酸、甲醛熏蒸，并做无菌检查。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,无菌室使用前，将全部要接种的物品移入无菌室缓冲间，并用70％酒精棉球擦拭干净，最后将物品送入工作台上，开启紫外灯进行物品表面消毒灭菌30min左右。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,无菌室使用完毕后，需清理物品，并开启日光灯和紫外灯消毒灭菌30min左右。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,无论是短寿命的还是较长寿命的气态放射性核素，均应通过一定时间的封闭存放使其衰变至无害水平来处理，而不是用吸附或吸收过程来脱除。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,无论是否涉及病原微生物，实验动物尸体都要进行无害化处理及冷冻保存，然后送具备相关资质机构处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,无论是否涉及病原微生物的实验动物尸体，都要进行无害化处理及冷冻保存，然后送具备相关资质的机构处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,无论在任何情况下，起吊的重物之下严禁站人。（）,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,物品进、出ABSL-2均需消毒灭菌。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,误服强酸导致消化道烧灼痛，为防止进一步加重损伤，不能催吐，可口服牛奶、鸡蛋清、植物油等。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,误食了有毒化学品，要吃适量催吐剂尽快将其吐出来。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:15
判断题,误吸入煤气等有毒气体后，应立即到室外呼吸新鲜空气。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,误吸入煤气等有毒气体时，应立即在室外呼吸新鲜空气。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,误吸入溴蒸气、氯气等有毒气体后，可立即吸入少量酒精和乙醚的混合蒸气，以便解毒，同时应到室外呼吸新鲜空气，再送医院。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,"误吸入溴蒸气、氯气等有毒气体时，立即吸入少量酒精和乙醚的混合蒸气，以便解毒, 同时应到室外呼吸新鲜空气，再送医院。",正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,吸滤瓶及一些厚壁玻璃容器，清洗后可直接放入温度较高的烘箱进行干燥。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:21
判断题,铣床加工工作结束后，工作台应停在中央位置，升降台应落到最低位置。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,系统安全的责任在于IT技术人员，最终用户不需要了解安全问题。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,细胞培养使用的二氧化碳压力表属于负压表，它显示气瓶内的压力以提示气瓶内的气体量。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,夏季天气热时可以在生物安全实验室工作区穿露有脚趾的鞋。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:28
判断题,夏季天气热时可以在实验室内穿露有脚趾的鞋。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,箱式电阻炉的加热元件及其电源连接点需保持良好的绝缘性能，管理员应进行定期检查。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,箱式电阻炉的使用必须经过实验室管理员的同意，确保安全用电。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,箱式电阻炉的使用必须确保安全用电，否则易发生人身安全事故。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,箱式电阻炉的外壳不一定要接地。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,向浓硫酸中注水会过量放热发生危险。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
判断题,消除危害后果、做好现场恢复也是事故应急处置的一项基本任务。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,消毒：能够杀死微生物的物理或化学方式，包括杀死其孢子。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:28
判断题,消毒剂：能够杀死微生物的化学物质或几种化学物质的混合物，包括杀死它们的孢子。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:28
判断题,消毒剂经常用于无生命的物体或物体表面。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,消毒是指用物理或化学手段杀死物体上的微生物，但不一定杀死孢子。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,消防队在扑救火灾时，有权根据灭火的需要，拆除或者破损临近火灾现场的建筑。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,消防法》规定，不得在具有火灾、爆炸危险的场所吸烟、使用明火。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,消防工作的方针是：“预防为主，防消结合”，实行消防安全责任制。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,消防工作的方针是“预防为主，防消结合”，实行消防安全责任制。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,消防工作的方针是“预防为主，防治结合”。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,消火栓与高压水管道相连，由于喷射的是高压水，力量很强，至少要3个人同时操作。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,小白鼠鼻内接种产生的微生物气溶胶颗粒数量少于颅内接种。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,小剂量短时急性照射即可引起急性放射病。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,小鼠灌胃时应注意要沿着口角进针，再顺着气管方向插入气管内，决不可进针不顺就硬向里插。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,小王前两天在网上购买一套衣服，店家提出直接汇款到他的银行账户支付，这样能再打9折，小王依言而行。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,小张办有某银行可透支的信用卡。这天，他接到银行客服号码打来的电话，称其信用卡因在异地大额透支刷卡已被冻结，要求其提供身份信息及银行卡密码进行核实。小张便将自己的身份信息及银行卡密码告知对方。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:42
判断题,校内辐射工作人员在校外从事辐射工作，可以不需要对方单位同意，不报校辐射防护办公室备案。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,泄漏物正在燃烧时，只要是稳定型燃烧，一般要急于灭火。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:15
判断题,心脏骤停者应立即行胸外心脏按摩术，同时拨打120。现场抢救成功的心肺复苏患者或重症患者，如昏迷、惊厥、休克、深度青紫等，应立即送医院治疗。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,胸外心脏挤压法：救护者跪在触电者一侧或骑跪在其腰部两侧，两手相迭，手掌根部放在伤者心窝上方、胸骨下，掌根用力垂直向下挤压，压出心脏里面的血液，挤压后迅速松开，胸部自动复原，血液充满心脏，以每分钟60次速度进行。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,溴（水）是腐蚀性极强的物质，必须在通风柜中操作，并注意安全。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,溴灼伤处理顺序为：先立即用大量水冲洗，再用乙醇擦至灼伤处呈白色，涂甘油或烫伤膏。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,溴灼伤皮肤，立即用乙醇洗涤，然后用水冲净，涂上甘油或烫伤油膏。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,需要加热的实验装置要选用安全的加热恒温设施，禁止使用电热毯、加热带等不安全的设备。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
判断题,絮凝沉淀法是指在废水中加入一定量的絮凝剂，使其进行物理化学反应，达到水体净化的目的。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,絮凝沉淀法适用于处理有机废液。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,蓄热自燃是指可燃物在没有明火的情况下，由于自身内部的物理、化学、生物反应，温度不断积聚升高，达到燃点发生燃烧的现象。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,蓄热自燃指可燃物在没有直接火源的作用下，由于自身内部的物理、生物、化学反应，温度不断集聚升高，达到燃点发生燃烧的现象。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,学生、新员工进实验室之前要参加安全教育和培训，经培训、考核合格后方可进入实验室学习与工作；学生要在老师指导下开展实验研究。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,学生进入车间后，不准在车间打闹，不准随意攀登吊车、墙梯或者其他设备，不准在吊车吊运物体运行线上行走或停留，不准随意乱动车间的设备。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,学生进入实验室后，首先要了解的就是实验室的管理制度和安全注意事项。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,学生进入实验室首先要了解实验室的安全注意事项。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,学生进入实验室学习、工作前应接受安全教育、培训，并通过考核。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,学生在充分了解仪器设备的操作规程与风险这些理论知识的基础上就可以对医学与医学生物学教学实验室的设备进行实验操作，教师或助教能在现场指导其操作更好，但不是必需的。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,学生在进入实验室前应该事先预习实验内容，了解实验操作中可能出现的风险与防护措施，在实验中严格遵守操作规程，做好个人防护，在出现意外状况时及时向教师汇报处置。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,学生在使用剧毒物品时，必须由教师或实验室工作人员在场指导。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,学生做实验时要爱护实验设备，同时要注意自身的安全，避免发生安全事故。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,血液、组织、细菌培养基、沾染的生物实验用品及器械等都属于生物性废弃物，需按医疗废物要求处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,血液和血清应当小心吸取，而不能倾倒，更严禁用口吸液。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,压力容器：工作压力≥0.1 MPa；容积≥0.03m，并且内直径（非圆形截面内边界最大几何尺寸）≥150mm；盛装介质为气体、液化气体以及介质最高工作温度≥其标准沸点的液体的容器为压力容器。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,压力容器或压力管道未泄压以前，严禁打开。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,压力容器设备铭牌上标明为简单压力容器的不需要办理特种设备注册登记。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,压力容器要定期进行测试检查，不合格的压力容器有可能在使用过程中发生爆炸。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,烟雾传感器：一般设置在屋顶，感受空气中的气体颗粒浓度。当烟雾达到一定程度时，会自动报警。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,严格按照要求摆放造型工具，使用完的造型工具应及时放入工具箱。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,严格执行剧毒品“五双”管理制度，即使实验在进行中，也必须在取出实验使用量后立即存入保险柜，做好记录，严防疏漏。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,严禁操作者手持工件在磨床砂轮上进行磨削,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,严禁将未经验证的程序输入数控装置进行零件加工。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,严禁在危险化学品库房内吸烟及在周边区域使用火源。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,研究实验室既可以饲养实验动物又可以开展动物实验。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,盐酸、氢氟酸等挥发性酸与不挥发性酸可以混合存放。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,眼部碱灼伤时，应立即用大量清水或生理盐水进行彻底冲洗，冲洗时必须将上下眼睑拉开，水不要流经未伤的眼睛，不可直接冲击眼球，然后可用2%～3%硼酸溶液进一步冲洗。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,眼睛溅入化学试剂时，应以大量清水冲洗，然后送医院诊治。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,眼灼伤时立即用大量流动清水冲洗，也可把面部浸入充满流动水的器皿中，转动头部、张大眼睛进行清洗，冲洗1~2min。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:15
判断题,氧气钢瓶按照规定应涂为淡绿色。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,氧气瓶的外表颜色是绿色。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,氧气瓶附近，不能有还原性有机物，如有油污的棉纱、棉布等，不要用塑料布、油毡之类盖，以免爆炸。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,氧气瓶瓶嘴、减压阀及焊枪上均不得有油污，否则高压氧气喷出后会引起自燃。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,氧气瓶使用时不应用尽气体，应保持瓶内压力在0.2MPa以上，以防止重新罐装时混入其他气体。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,氧气是人类赖以生存的物质，所以人长时间在高浓度氧环境中吸入纯氧无危害。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,氧一乙炔火焰气焊与气割时，其供气系统必须配置回火保险器。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,样品测试人员可以携带手机靠近核磁磁体。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,样品放入核磁管后需要通过定深量筒测量之后才可以放入核磁磁体。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,要把贮存乙炔的容器置于通风良好的地方，要严禁烟火，注意防止漏气。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,要保持实验室环境整洁，做到地面、桌面、设备三整洁，减少安全隐患。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,要加强实验室排污处理装置（系统）的建设和管理，做到达标排放。实验废弃物不得倒入自来水下水道或普通垃圾箱等处。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,要经常保持实验室环境的整洁卫生，做到地面、桌面、设备三清洁。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:27
判断题,要警惕实验室内发生电火花或静电，尤其在使用可能构成爆炸混合物的可然性气体时，更需注意。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,要警惕实验室内发生电火花或静电，尤其在使用可能构成爆炸混合物的可燃性气体时更要注意。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,液氮常温下迅速汽化，因此不需要防护措施即可使用。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,液氮的沸点约为-196℃，可用于长期保存组织细胞、细菌、病毒等生物活性物,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,液氮罐不使用了可以充装其他液体。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,液氮罐可倾斜，向其他容器倾倒液氮。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
